dataset_index,track_uri
295,0PAyiPTz8gL0udQnSasc5G
1360,5VYTKiOnHw4iTrB9pG3yum
1423,6AzCBeiDuUXGXjznBufswB
1160,5NqMMfmPhQoZDunOeC3mFX
1717,78ML3F5Lz3KiNkpnFAaR3q
1511,7K4Aq4awgYvDKEJdEvvl4j
735,5RcXcDHzZeWdOFRWsRwzha
1101,2NV7CG9fB9gLzTmoWAz0Q5
720,0XCrt6OreaQ6X0hfpfnFvK
2003,53378Pv5che6eFMVtSsR2d
33,7KjshuVvYwFlunnMSPSTrM
266,42rFOQqHmXf9IkdwVqkooK
1395,7d2TRw0Ub0Pr3TGWlN7jpX
1806,2ksxhKbBfirRHWXGuAi13E
1030,19KDsFyj6Nyxa9xLb29lOL
278,5OepnJhqZoyJN8qWo2LZzy
50,3YdC9oQEHaLT6FEdnRdbtq
677,5xS8yXTaNy7G4ugLXQOk7R
1536,5AcOdoDOQOKtPlAM1FqBO8
1970,3Xn6BioBEOrQnBN0yRrr4p
1968,5JOrWjFDzatQ1ycDJ3Tybu
1254,0LoRk8haJvOLkkv0nF5HP2
1843,4VijLEUxHEzbWKYL5u9wuN
1097,4sqGJ5eumHKXrS7AGf5p7J
43,6MOqASyUNmA1Q2I1pcmztK
1722,3Wn52FjoUJClQOXwKePPp3
1201,36WNQJFVjYhDRZ6vJhYXEh
598,7B9k5808vKirSacO3HilvM
729,6TQ4DgGhK4if6DNVpyi8V4
1533,1nUzheEYAZzXfIdtgXZ4i4
53,5eTNdkstwKaNahHf41fJ9u
1364,2371M3KFIjpbHnVmh4dw85
238,0Cw5iiA8OHWIhuIIA8u8N5
362,2qWKpYIleSvBT6aUMXoia5
906,2oRPRsIToq7Q8QuzaXUvo7
1629,4a4LoPlH6ASTTZ926Rg2OW
379,3ZjrfGcb3A2PMGA1vRNgSk
965,5VlojXyAGM1q9ke2ybxrVT
2043,7CWGU2REDhNx2kGtkbVMx1
2039,1tMyqN7bNCokdg7jWgKPc8
1155,3Zgr792YSKOtnpL1Zw7cqW
1930,1KcAisXPB6NhO5quc4Umnn
972,29CNWt87husOFYXnC8Eb6Y
1860,1Vv0MPcooEoQzVZYfKMgKW
72,7JIjUx3GsL0upxmNJacmtz
154,0H9k5RFDiHzL0WTPBk7Xz8
1219,7AUOZzM5P8UDuA0zga0PP8
1359,2xNzMB8Ur7tviCGa68WtuL
331,2tUBqZG2AbRi7Q0BIrVrEj
1311,7p5wsnBap8yD1S0euyAA0H
514,4gmmRb6bZJffOOiww1JGTO
52,64aJ5HFvhIqHchQKTzyCEd
833,3fo6DYGktjENCiagUeU9yH
1965,0kqZGbpeLs2K89qTTi986z
940,5NHT6xEIVlW1lG6oJmoEHF
214,1M1HscO3JywTvswsVx1GcI
1712,0M955bMOoilikPXwKLYpoi
1216,5H9osUMcTbPs1Hzo6tIHSa
977,5IChepDidVaL8UkG6PuzB2
992,0i3QayolUcd7kAm5AyRp19
694,6AKSrodq9kU9hmTLEeWFFr
1060,7sTKwnhDOIoHxr6M0R8XJ8
1458,7BqBn9nzAq8spo5e7cZ0dJ
2020,5FljCWR0cys07PQ9277GTz
123,4zLWqXYHFxLFceyYryOVLE
141,12q7yTtyZfJjObmss6FQi3
1741,5G9qKplB5e4lIpSncwKWVE
147,5rfvovWBd35hYqk6rWLIrr
417,3EmmCZoqpWOTY1g2GBwJoR
1176,2NImo2MajNai4CLk35wMut
1945,0BBOLOV5JntPL3341swIre
876,2fQ6sBFWaLv2Gxos4igHLy
1713,11RUCSAgpexhJSMmcuO4h2
1221,0K9n8TBThz4xNAkF1eIlB6
1710,5WzgzEf4flilYdMGqN4YCV
375,70r9GGLXLAUqKwPefF7pL2
1745,10Lu5P0waAD6jc9u9HycU0
748,3aJ66zarLOVW4o2nPDxg0g
38,71umcNuUm2Edj0dTmTh2WU
1390,55HXEV6zhbhKEClHrNh4k7
747,2Wc5No77rhsfW2mB9LzXB3
1199,6qUEOWqOzu1rLPUPQ1ECpx
348,4eH47ofIZbrbKwmLJSu5hb
641,2ItPhHWZ7GMnY1Aw8glvQx
466,6rUcS9i07F6okIe8wujs5J
1855,6dSMuejN1LbxkXDLC6T1Oi
1877,54QclN9OCbvH53Mw1xTVjt
419,2jdAk8ATWIL3dwT47XpRfu
1811,3YGH46uhVtSYP0eTF48Iqk
884,6o3s08kk2fQI37vxGZDrJ1
467,1wHZx0LgzFHyeIZkUydNXq
1325,6pVW5LRWgeLaHudxauOTJU
434,1hrNMTS3B260veGlzzIrRw
1920,2KIxyCvBR4u1f9B2IRdlXX
848,5TvE3pk05pyFIGdSY9j4DJ
1249,5DOkgpmpvu3VgtoxBFf5I6
1905,6zA2SEJJoiNByVMlQ4vgtH
448,4U45aEWtQhrm8A5mxPaFZ7
1637,6ZbdcZO79W18dTwXf356Gp
1409,7qxjGHW485TL8ciwkHD5MK
497,4VJ7mnW4wjjIgPBM6KWvPu
2018,5mMRgTxoeBjEAZdBjPGvaC
1499,6qB7YcFpeBEQa0D6QO482y
1570,2UaSapjHWf55N6ZWlkvWPu
329,4bHsxqR3GMrXTxEPLuK5ue
2006,5zT5cMnMKoyruPj13TQXGx
2067,3W64bMbtjendcK0o12Znub
962,3HDI4IbXISO10HhQSDM1vF
961,6aE6m5NGfzSZtC5gmpo4d3
1136,6OmxjsLCNHIqM98TWlNcsZ
1387,1foMv2HQwfQ2vntFf9HFeG
878,0SAIjVOwxVnO1l9HGvLuOU
293,5yQS98SqRlWTg53uaTCbst
456,6KRddNr4XlooytDWtefT7L
1946,4HfsgrdwKNkytFkuuG3w4n
326,2wjCYgpCMywSDkds2c8Rq6
1731,4TncWhCfACwaIU8hllz8SQ
1163,5PUgLb91UUeA2oxvXEmMGU
1584,3kDCvoTwCmvsGXYq1cG5MR
2089,2Jfsw01CDT5XetSFROs9v5
1378,2pFEbA6GdNxBOMn9Egvowm
1031,0lQJBl9YEsoMtE8D4yTE9g
1462,0I3q5fE6wg7LIfHGngUTnV
454,5fo4LbJ8lOaB54wcM5wPMv
83,02wZwpZW6ADtmLAMQomvkc
800,1lxswgIpzV6HhENRvkflES
823,35OC6rMxa8lJi8eDiUVShS
2054,1wGRSG94dLt8fIZWhR3rGG
1472,0Ls5YmamH5UJVRMm3Qxn8q
1038,7GBvTJCL0VJrKGtWsGUGmQ
1459,7d23MhPFE9eB3U8DPRirnL
1491,7d9I42jF759n5HuUeoulzR
355,5pdKPY4O9CHuzDDp557j4N
1232,28r9sD2b6FluK7YHjTJ0fl
608,7u2PhNhubHDX2Kojo49Hep
153,2IFqUmfW8oQoKn6ToxKsMs
947,1IPpYIkPVnja2CJOb2VLfO
774,5PbZ0HW1a482puzxOmtW1o
558,0MPVkwXbh5ZYBIePKtCt6n
1838,5YHR8wBR5jXfGtP766NiAT
1694,7Cj2tT0m2SBeIO1PsGfk8A
828,1xuYajTJZh8zZrPRmUaagf
60,5I76YtdZkFQReVgKppRd78
1932,0IroEWtVMzHyqkLKKC5GPa
1571,5L5SPVCqxJsNZtfdq7febc
1939,7KlVf9pYju07tgz4J2uBic
496,4LAp0EFUdBeVCkusdw8i77
2058,0grFc6klR3hxoHLcgCYsF4
1416,5Lbsc65org0b85kNsPkluY
197,3MMJw13cPo3E5ni0qmip4I
1661,7lPgFhpQCQZ3gvkNMVJ6TC
145,3skNFsz9YtksD6LUUo1pz5
2074,3jH92uUHDEPQfjfQKYErj1
983,1MYkU1xbbwfREIhUK7yRrm
642,6SEMPEU6apmiDxdpjZJJRN
224,0IgiOjaYaCEEXuD6qY69a5
1291,5XY2LEP0uEeUuDMVNdNTI8
1169,7IhsLJMqdxoo7YAZjaSMru
832,7jJsme36M90Cn6aYYC2l3t
970,28Bao9cmaIMsqxragOM8ba
186,632VyMrvhsHIsO4zq9khts
737,29HdGh6ggvlRydO2d4XWlk
430,05BgC2247XGi8ySwBzOO0o
1382,5omYVLodGmaxnhua99xIE8
1220,7BY005dacJkbO6EPiOh2wb
1487,7DdXf9x75iEVCHWfoRwRuR
1065,5rX6C5QVvvZB7XckETNych
1732,1wQPcfKUzpzrf6gcVqQh04
1942,0mIuIBLkaRvPCz6A0mPqbM
40,70Cp0ukCMyWeJML77NGERU
179,2wGf8JbSGQB4XfZTJkEJPY
399,1eGY6roK1W2vFIhDXu2lXq
633,3AOZJOD2lnAELI4DtmnRx5
1658,67S0TqyoE8Z32QfgwSA39I
1043,6N5DRCQUSXT1qQqmqsO92B
1613,5IgQ5tC54J5VxnzWckP04K
1270,6TBSEJyK3DvAtR3l0aLeCY
1486,6j2aNuhJJUnRj6UHcvn5PI
1725,4EYpOdL69yWuIRc49AyeZa
104,4EbAftNM732UGLF8gmIIsX
356,67eYhJkn6sG8cUr42ewVgw
89,6jN6I54n7s3oFBRRuaCbUK
1011,2tOutzFrnYl5TqzLqlx4Vw
1478,742YV8T9ZyczCNdrTIAhaw
312,1pKubpcbRCOLY4wbvSDqzt
58,6rCyXpDwlMf1GH2qlpjJWv
1702,3TO7bbrUKrOSPGRTB5MeCz
851,6VWUOFXGwH1OgyPrfRONrn
1183,7LRMbd3LEoV5wZJvXT1Lwb
1236,0ZkCGkxzTgaj0j913g2b1U
1911,1m2xMsxbtxv21Brome189p
501,7HKrDkHd5kPARX4O7Su70O
1280,5iY4ME9owPdS6R99Kcz5Gr
57,15AbuFJdFrbINydSMSqVhV
753,5wyrQLBbmKdxY6yLNdienj
1048,17kyc3Zt4WlmBu99DArFdT
1625,2ouMVpv6OJglrFHg2GQPwd
302,0ikz6tENMONtK6qGkOrU3c
1317,401X9WyPU3ebLBcYsDedq1
865,3lxoiSjqcEGGD5H7YM5KVF
1483,2LVxvGhl2U5p2ql2ujc6vZ
653,6dwcPXelq5OPKY4idJtnJG
1485,7C5Jk5c6Y1LWbXCcPS6ATS
1653,4Ibq0GP0k3MmVMQDJ2tNZV
662,6xJHckIUGCZceh7HPP8ux5
611,5iVPb508Vw0kwA3Jqcf0Dj
913,6HTJZ0TQJVMSKkUGzAOe2h
291,0SPLz2zbrID4hk4fT94ib4
2053,1UBQ5GK8JaQjm5VbkBZY66
79,2NsMwNWumJXCdTg2IZCLZ5
395,5Y0E3dOeynKuLDAXu0t0Bg
896,7cD41a9jn8Af77RhJcrJiM
612,0t5DC8Q0eo4RkxlCqhmEQL
1603,5FZpQgKgPpSUitxYMnoJmg
223,5jkxC8SIZJ4qqusxRPVS5s
1367,7JxvUJq6eVrJikHrd5mcbH
1590,18J5HylXTteQJC00iwdgFf
1765,4IN3imzEuTsiHO6tOwDQu5
1446,5UBeEw8u5VurDhPo1klAPY
1289,1Iieb3U5CTQGDHqJeOwVFN
985,4EJKdhGLA6nmaOU7l75NXv
453,6C3Q9rs5FsafL2VHNCCRqJ
1239,5J4FiKDJIdJ8AKx2gaWMt4
1798,4HRa9ZWcmZ8JD7UySPu0wT
1587,6bRjYP2M9N0vpsBBXFZSH1
717,20VuO95A8RxUPlShnfYArW
1636,0ccCwNzXvr1Yoz91vKz31Z
1674,2xbI8Vmyv3TkpTdywpPyNw
2103,2Gsuc5EdHYPGK6h0xu11tX
841,00meczE1jpLTX0BBzIGrAR
596,7fzkwV4lfFdaImzLLRarA3
1871,6Z9FNZ414aQrT7k5zSTIKY
245,6f49kbOuQSOsStBpyGvQfA
406,25Yzff59UGjz7wNWmjM39h
148,3eR23VReFzcdmS7TYCrhCe
44,5waH4K1bmTMlikre01uqKi
138,7kClqlbpmpZmGMimROkvh6
645,0ZufzBAe2nz5gQp0eKTUYm
190,2ryAcZJz8x9LGqCKEKsHng
713,4cEtT6wn1dO1RkpujvUrfz
1398,1S9tfxdFr4TqoqA14gnKj3
1815,4VbDJMkAX3dWNBdn3KH6Wx
1767,4izhmF4sQgGemZpLC68bC5
1339,3UajtqBR1vopHl4EVQutul
629,1lQU3PkJm50NDMFIJ5WEDu
1927,1zyqZONW985Cs4osz9wlsu
349,7hxZF4jETnE5Q75rKQnMjE
1012,0XfSjrzjQ6IVEu7n5dLdWS
1165,5ynWvN3bQymHVThxutO4hG
2055,0GrHWVTDsaWcD4nrCGr7VE
498,6uIosJqe4IbrpRfYtQIy7K
102,72tAU6b10AgYfEFKrykp8J
1779,6ZLGthToczpvnL5Eoy6yrY
1018,2orHAZyBJH5rbojtwPsztm
54,1q8NdCAQ9QUjpYiqzdd3mv
647,5CeBjiQsAZJmyAUgYURLaT
475,3pndPhlQWjuSoXhcIIdBjv
950,4eYaDRhiL5iesFp2EuoODr
1836,1klGbW5a9qTBFUjFfddbmU
772,1MNdfH2KC5LdEde3JPJ513
94,6Gap7FCzt3a8Su8HzW76I4
1837,3WKg25vrbjJlkhsgl2W4p3
64,2WoqgtWEBbbBKMDN6Becs7
7,1gZNqH0rDxD1mXLeul1Qq7
1602,5OaJyV94WfDDpoxwEzybOv
1351,1TfqLAPs4K3s2rJMoCokcS
1720,76tzDKhVle9QKpWx0apgCm
1917,4VcV0t8VN6AZcWTznJOUUN
1960,1cOi4OoRlpOznxiRa8FfHf
1493,7znZvX0Mt6NBmaI8VCPurT
1897,0wqocHOZg8odmys7DOyVER
804,6kQYMqjobmB8MkWwa9OUyA
5,4AlSFIZqCLxIzJca7cd4fq
2080,7GebhNsNL8mm3D218sd1IM
1052,0wdKiSBUT7aZkXUIdJWcwC
1379,5MIMD5WMooNWe8QsMqCrE8
687,4J6KIKKEjUtKPwhNVjMUxJ
808,0JoHqmlqE0W0i9prt6kcHR
1336,4XTuSMs47SIg35KxhNIUGe
502,2uWlfvIAzCtbpzGbXxkSJN
850,30lAGXMytmKjGVZk9BBC3m
974,6mUjZMRxxE4kYnYnXrdYm4
732,2YYxijGrbQ2coJ38yKTq6a
1096,2dgFqylK6gyILa4HY65u0y
441,6dMbPSRPbu8qj2gWG3sJTI
1079,4hd4x0iaXAQ2pIcyUgHB7h
470,6GnhWMhgJb7uyiiPEiEkDA
1184,3IOQZRcEkplCXg6LofKqE9
778,2CkHE54EH44Qj945ynQRw7
1187,5EHHMikaYxhe7N6h0gBvkn
706,4yFyjRx1e8w2iupncTBBtv
1349,7I5fYc4qKJddht8Ozhqqdx
1967,4N9FvUB79vO6mC4Ewa2LCZ
1689,4ztR83ZgTdg8H9xypnsQfS
500,1HelT66pscWisKV6mciTSe
1600,0WZZJ0mDKIkLfL0710ssZt
958,3QOelbDFgwXiagpUHBxARi
1186,6EPRKhUOdiFSQwGBRBbvsZ
587,4STHXpVUUMg4OEXrGLsiUr
1500,15FlkvOEu8iFCBPZ64heHJ
1058,64x9gfHg9gqSGmVY10psD8
953,5XsR9EqgROvCsA6joaHO6z
738,0CETmgFGt8Ne8vLnaLcduU
2064,3CcvahnsiArpTHYQEWV2Au
898,4RQGig0Vhr4GXmqfklCCyK
1496,7yO48FWUkqsrdxrwkGcnwl
1217,2w3ScXudq4aD3K5HFO5xvx
439,77ZdAoTHYoF6Umo76HFD4m
1276,3JMAdPq5TUOKBGsTATjLEH
384,3dhvJ9A5uBPJ0NMV9GWTWY
1130,2Q26sym8OSOl6PfH7LLPtJ
359,0F56GAWK57E3iXohy9rCmT
1875,1IDF4jYiuI17U4BW23EoXV
276,1f7m3aueLvkYG3xTEqDxkY
443,4BYO8KU39k40yaRAwDgyUs
488,39liuGHPxn2sAyvO6DINor
966,7i2ZmmyLzE7NcFAJl30mKY
1931,1l63aCtu6y8vRmYv0lUNYE
217,050iNgNKEUrJboOnH4Jhm6
335,7o9uu2GDtVDr9nsR7ZRN73
68,7snK1sf3ZHxahCYpFy1aJ8
181,6Uq8BnOxvXJsQiJ2XqfO5P
1190,4vO9dmzNRqDhFY3jD1a3P7
1678,4Fv6wNYUixnYkj3Dgfrls8
1408,40sRwFjfrRnaTdYPJIg4CP
1092,6DRsEO5yuEGBF87qpyMB4d
1564,3rTnGUeDrnZV22DvRuUuXr
1151,3EyMXL2qgHywgAwUEI4W1a
1449,0fiPpwBPIaxxydn4KzX9Tc
1399,4hjGZN8poACfjWCK3Og6vY
1230,3jlbL2OTD5YmIunYzgQTAN
2031,3qfV7z9rjoDOaKh6jd2gmq
260,0FgB2DGBWy1VIyYgR5rdvP
1162,0V1TM8S0mQrNa7WT53CNSh
1460,10Nmj3JCNoMeBQ87uw5j8k
84,6fVCBBlHif6zfqXAEHKJy8
1848,5K09WxKdlkroDyEVyOSySy
171,2YEr07055St40kz0aUfm4f
1614,1Wqo4QwnPr3O1M5PMDFtAw
805,5Fim1gaXBgsiFfsQAfQSDS
770,36evXa8bNvfBYNzePEWhG1
1540,6MMuI4k4Vs5ghtDH5i2hBg
1439,4Wx3fpmpkiMFT7dMKvp253
1474,05roD4SnLrNnwXTwMZRUKS
688,1iXxhUOHD8qIWH6ik5jCN6
523,34BvO1DOwjZ9pHBRiC31tE
1687,3piY5aMfwEEmXMV6I9kpoi
860,6Y7AJJQq4KKjX753NHA10m
1170,6ZxrUCaynLgKSUudACOTwj
1197,59PL9AwYjIrIpP04n9gmMR
854,0osPX8TruIebOhKuG6GK8C
311,3imZNKKJ2hHzzsM6363hYq
749,0gqfvyewE2Sh8TwKBFajCF
484,6BbINUfGabVyiNFJpQXn3x
722,3Vr406z58yyyO2Ofh1fbqA
1526,3sBNaoeB8nQGtognBs5ycd
1961,1NlRwjdaw4VdELfB5tgLCh
388,00chQGvija63zygRg8nyL6
2079,2BY7ALEWdloFHgQZG6VMLA
1025,384N4lsAziKXZ1MlDFTUAU
797,7JElWLgpQ7lxN1JNIYwuVu
1736,2e4jB31WcGsxKL1ByqdZCq
1132,4yrvnhXDys0DTs2yTqpLBJ
1008,3B3MTRfdpreO3VtpaEzZpt
1002,1QXhzptk3KMnO8xewGePhu
129,45aJNFL6jdwHnftEoUqPrc
1904,4mKbb9uvBMlVvOUv8fdBt8
2073,7Ar4G7Ci11gpt6sfH9Cgz5
1447,26Qg5sCCH8XHjYaqhWGn85
1809,2THkQauDWMvJgXFGPY4iKB
159,2JHUyqcUPswhtlOehlqnR2
1295,3bfqkspKABT4pPicm6wC9F
1303,51ightZLFHVLewTd3G1UW9
1572,2hxSwyXevgF9G8LyL0LWhQ
12,3sz2fvkHUhBip8r9i8HqeV
1425,2wZTnl0pPFr3HBcyXfOaVJ
824,09S64DUkxIX9EwIaULu6yN
1677,6jmTHeoWvBaSrwWttr8Xvu
1424,5wjmqUGN7vrAqFqDWrywlZ
1263,3l9tlu58MWDpHPAQEOUQAn
344,58mFu3oIpBa0HLNeJIxsw3
1870,1ZWLWVqeEMWMKTlteS0yLH
74,3mx8WfEOjeUB1a0fpFxQmi
815,1IcnHHfeAkdc88LybFWwb9
836,0auccbirOSgf38celsAEJA
697,4fXoeBGrVWfNKpdcmL8tw6
1229,0aULRU35N9kTj6O1xMULRR
1607,2BfsHVTPb2akgd1IkPi28T
1392,2LInpr8xCjymqBN3DQa3eW
1851,4beWEVoUbjSziAFPy8voaF
1922,6UBqk9rh6e2Rj7LLzDjn6R
761,6Q1NPLtp9IzcXmCutp3Qmo
1706,05RgAMGypEvqhNs5hPCbMS
385,2lMg3lCMOGistaWBNGjuT3
271,0ekoNFB4Xnj2HQAYQ8PTBY
1924,6RYynPLHZLnpwjejfGWpQl
716,0gXepWfNieL7anmi7sQ4ZE
421,5T7ZFtCcOgkpjxcuaeZbw0
1937,34UfbFy1jckcIwmbymvqwx
931,2tWpe0cnLmBc3b8neebsuB
1086,3Hx7RXqCS7Kzjy2ot2q1Gk
1394,5dUrTVfmV73nfOp55Xdqq8
1477,39vly7Z4VLImfggnEDEUzf
699,1slp9bsSP5OKxDagBAD9Ty
1528,1uCqIhOePc6hDMG2ijk8sp
1654,6QuJqYaFAjcZ5Q3mnC8UKT
1205,4PkJ7c9y1CwpuVOiJODnCZ
600,3VBrUv749juguB0Pa2RjXa
1953,2T4JE91t7Js1DJ4rSHltcQ
431,1JDA3osYACWQv1EN8sgaDG
1739,1zFwTccO7icPFb4VqQ4KPf
34,0rjO7Gbz4PTbj08FdLPzSU
955,2N6I3slzcRXW7pUw2x30qL
1718,5JUufCEin0aXyFLXCzJbUL
765,1MJErNPIQUoEMu4YUUmecm
628,1muRzXi1vOlroSNsFNpKNx
802,2yDaWqECegHdiFOuez5gdO
1733,1P7oIDtrjsPS5CgTbom58X
2042,1PRyPD26m9oOWr9bzgICCS
253,2TuNVD5u5iAslHp0moLlTn
1231,05Sgj1Hx03ZXc57gsV1kfX
1701,4gMgiXfqyzZLMhsksGmbQV
1592,0LOcXq48Q660WIRrMlhEDP
617,1BlsoyEYe0dUCnWW4kk3Mq
827,4sWkZXLxb0lPCXNBzw5rsr
822,2oogPGq0DcK84xEVM0EAqO
458,5kRPPEWFJIMox5qIkQkiz5
919,6tnMdhfBVXSdwj3ntG4zEy
562,2Qy3w4GepgXJ0HiDWuulPI
1567,1YY2l5k7QmWoEWBprsmTuL
1889,40jiZBsr1W3SG15AGU9227
751,2DynJ2cNsW35sTJCaRcb70
1596,6mPpHS9ocuKjsehu8NgD7r
550,3Try68sPCVOlmX0B5o57ZT
1214,436yrzQWA32vb1sTZKXg9r
418,4E6cwWJWZw2zWf7VFbH7wf
704,6s6nGROlSghPjWTUGddd56
125,5gnEqyTtO9ssGiBUWYnKu6
207,5HeEJbaS7V9Ft7gfq8uRGi
1448,1lAcGnyioL0gEOy2xZvPWz
1332,6kigTMUuYG2TXhCFNZxeDb
648,4PV2zuwxuRGLkTyM3EMJfx
428,1MaqkdFNIKPdpQGDzme5ss
702,3VglrdhjiPgRhaXksGjLjt
938,6amWzecM9lo2uYpVOQCkEZ
705,6aLZkgAUXzk1iCWYL4UVev
638,3dlHGh0R9gm8sfeW368K1S
75,44ayrb3kbN6jwX9WWdoTcV
1524,3jJZVeExYzVYiV6Y9Fl3DX
981,06wxyCQFJOT0bjvSPMQj7x
646,1kIt1l84fYo9QuVBiCIuJ1
1872,3SktMqZmo3M9zbB7oKMIF7
1598,371oFaGHOqCmqRwx0XxEpo
269,4NYwy0R3NdvORX2B6OZXBT
1707,6ORqU0bHbVCRjXm9AjyHyZ
1365,4hjuUelurEBKlqpJPJ77Iw
1099,68FdD2xAIkaVAzXJTpJfK3
1438,2XYNq7LIQrh82m7LPiPN8w
546,1YddKfSvj4m0AyIeroFVaY
1059,41qWolM6a5HcZLMBvZ8O6i
545,3kQoWDsseAkLlx2grDjVcm
415,6Knv6wdA0luoMUuuoYi2i1
933,155NjB8Mlcp47fM7t9el61
830,6HmbxFHqanr8i6CsZfbokq
97,71w26UK674tLfGtJFfDSjE
463,5ByAIlEEnxYdvpnezg7HTX
1419,33bURv895AN4FkBvgFo2dx
739,6h7ozUeJofRa3KxNaPWd9T
816,4zOZQdgs7nSjMkqB7keSM5
1020,5Zb94ke9RQDjpa4yKW2aoA
1179,1x80xTzSL7pok3M5JC3oJz
1277,2bnDTGikdoO8CwzlAPyBHR
1062,4XqhtbkrbF9qX1Qa7iQTFH
1929,7q9dfkHRzed4NaYBarcuSd
567,4ihzO3hOEJB89i2blS4I9Q
215,1FnItzXv96rXVILRuDfedz
1700,6mFkJmJqdDVQ1REhVfGgd1
1227,0k2GOhqsrxDTAbFFSdNJjT
905,3gmVbNqZTlOcTuWVpXO2fi
376,0P6TTXbSLGrSoTNMz5kvB7
1824,2PVj2QQ56ZuMZ7eyK2L73V
995,35ihWLSURZaIbJA1iLJgAP
999,4yvQq1EuvBVxalMTyebk5a
230,53b0aAH5n9et6NlMJVaPzI
515,5J5PXmMdQ2nh1lZOal8KmK
1853,51FpzuGkRYXFgsE2zXt9av
205,5ik5nMy8vdS2rXe7SAGt2K
234,1JTZqN0snbMSNtp59zveTs
1529,6QewNVIDKdSl8Y3ycuHIei
2037,3X3P8wgRL2wsLoPtVFO41d
700,6Fme5eNhUk93pAP5zxuHhj
746,69M9QCMsCQ5MLsw7BBW0rL
2087,2UFOh8iMQ2DON7sl3lqGJH
9,3lOHsJbgHssCNmzyS3GNfd
951,3eDvYMlweW2C096kiSMNaN
62,2JBs412fpVUuzIaIp3CyIs
200,51vo4MbGHmzEuW5Nrk6flg
142,3rU5DakBr3a82YKOzAQSpr
505,19YKaevk2bce4odJkP5L22
975,72VNLbfQELdPaKMTNjT2eB
1385,3lIxtCaROdRDuTnNBDm3n2
1693,5DEdP7MrcgdjXWGHWAeK5I
265,0oBTL3DacRWAxLd6aYDscZ
855,2kzRSiyignH8yzPTrWvyPo
1912,1AM1o0mKbgAK5oMpY8B3Z7
459,1UZOjK1BwmwWU14Erba9CZ
929,6vp9J0CECnsA3PRxasHhEM
1454,6wZI4mdT8JwXgkGURnBQiq
357,0B7WySyRWVvZkHIYrOvn6N
1680,1WQvmGZIMBmapHL3Garw7e
577,4V04bHiCEVux579JcZQDDP
1141,60R2v9lheAu3lwZwAFxMZK
2,4EbN0CxS7sSqPNlr538B61
791,47TyfLrGhYHHyyQWk64d0M
1667,3ATszyxWrWU2JWTeqvU3fY
133,0mGeaxNzBIm0vMNjxKX5Xs
1597,4hKGICUB890arImAdWRaHQ
901,1HRtVWNhS9tEvDQyOKD9Fs
1682,1BV0m40U0M4t1SLIsDnwZl
468,4W4xv37qW4ByDd7vK4ctPL
877,0mYoKqA23wUUj7BTEgNzjg
1788,0scQIzgcOhnmfqfOTpRUFH
93,3NUAnPminbwPZICFpMDoNF
574,62jFrzCMncwCQTnt8RcHw7
156,5q2KGgJV5l4MAnnGIrvKSK
1780,4Sfa7hdVkqlM8UW5LsSY3F
718,4JLcAU2xY90qTkTSNM1lUa
875,6jvvpPJQJy5rMOEkLlADl6
984,3AvLRpcuu5GryN4kNHIr2g
1262,2LvRR121MWFmmEGkuV2vQP
1334,4Ie4u5mxn53KoPuEn928Gr
1464,6A3gHbGIWZp2AScLbDuxJI
540,1yWlP9paRmFQ4W4xtRTSlW
442,1xpUubac0XsKsFdaOCZxJQ
1245,2JgYrfAQXXPCJsuFwkTiOA
1807,3XWY0Y2J1onVEq4TRdwaS2
2038,1y58wFuYYnVsCnY8DsOELY
762,2NphztefpybiUgnaF0YVNB
1820,56ZDcszhe1eCeghso93fXP
835,1ML2r3gzmd9776dmnlGYlh
1698,3Vn9oCZbdI1EMO7jxdz2Rc
1071,28GUjBGqZVcAV4PHSYzkj2
696,1dj7HFtvaPok3N3ZxDXaiv
1534,0qJX6ZLZXuTzCmHmORlOiZ
1055,7rOlDNZrL5oiMrtHWRamGQ
1064,2Ql3AOQedeK5gFq8tM1tIY
1619,203xmWRHAyqwW6AkGkhhVM
1414,4u9Y4Z9i9VaAbBK7rW1Rha
917,22mek4IiqubGD9ctzxc69s
1551,6dtWKqqdveI3YvdYJQKWWn
1309,39s1gNBKZYsRmHuaWYws9B
2075,0vsuDbZZ7llAd299f0xxc3
1862,1khx2VkCbmN2Tf4ngwRBL1
671,3SXT6vymwQdr1PVHAbccD6
1520,5TpaWJKnuyA4MjzAbFXSTQ
1847,3zBhihYUHBmGd2bcQIobrF
146,618RkOHKWNX9AL9pYStLoB
1069,5lN1EH25gdiqT1SFALMAq1
1996,2l8qA0PtOz6JLMzxMnKOaO
31,0bEAqcYuBxpXgdfEqHErn5
1312,2FBXYln4VAlL7Ot7R6ylSc
1887,7L4w1yQnlhqo4oUjpW53wz
472,5O2Yjlcs5pSpHq1gcA0cwg
319,1NWART8FuUdzfE8d8ueETL
95,4Bp7qGgLHb6P7Nmbl4Vczn
489,5QrT8pNtw1UnjqFuSUsenv
709,7mpwZr6bRlXCo2QBZ3UU4f
1138,2QETgKUwPRMddmpAlIdYtB
910,07nH4ifBxUB4lZcsf44Brn
400,15CWHmExq00wqaOeQX7uiB
1695,4SZM1j8TEdxdFNWnBdV52x
424,4BFMQ15vXr626UOoZL8bUI
1327,6s2wpWPFPAgKg2LXxi1Oee
180,1XACy3ciknn4TIwWdoTeJx
1518,5LTKyiIykpLTtH417xvIsb
