dataset_index,track_uri
760,3RvwOyRn1KglgJgKJm2ORS
323,0PAyiPTz8gL0udQnSasc5G
1529,5VYTKiOnHw4iTrB9pG3yum
1600,6AzCBeiDuUXGXjznBufswB
1295,5NqMMfmPhQoZDunOeC3mFX
1936,78ML3F5Lz3KiNkpnFAaR3q
1699,7K4Aq4awgYvDKEJdEvvl4j
817,5RcXcDHzZeWdOFRWsRwzha
1230,2NV7CG9fB9gLzTmoWAz0Q5
802,0XCrt6OreaQ6X0hfpfnFvK
2263,53378Pv5che6eFMVtSsR2d
37,7KjshuVvYwFlunnMSPSTrM
292,42rFOQqHmXf9IkdwVqkooK
1567,7d2TRw0Ub0Pr3TGWlN7jpX
2036,2ksxhKbBfirRHWXGuAi13E
1145,19KDsFyj6Nyxa9xLb29lOL
304,5OepnJhqZoyJN8qWo2LZzy
54,3YdC9oQEHaLT6FEdnRdbtq
755,5xS8yXTaNy7G4ugLXQOk7R
1728,5AcOdoDOQOKtPlAM1FqBO8
2224,3Xn6BioBEOrQnBN0yRrr4p
2222,5JOrWjFDzatQ1ycDJ3Tybu
1411,0LoRk8haJvOLkkv0nF5HP2
2076,4VijLEUxHEzbWKYL5u9wuN
1224,4sqGJ5eumHKXrS7AGf5p7J
47,6MOqASyUNmA1Q2I1pcmztK
1942,3Wn52FjoUJClQOXwKePPp3
1344,36WNQJFVjYhDRZ6vJhYXEh
670,7B9k5808vKirSacO3HilvM
811,6TQ4DgGhK4if6DNVpyi8V4
1725,1nUzheEYAZzXfIdtgXZ4i4
57,5eTNdkstwKaNahHf41fJ9u
1533,2371M3KFIjpbHnVmh4dw85
261,0Cw5iiA8OHWIhuIIA8u8N5
396,2qWKpYIleSvBT6aUMXoia5
1011,2oRPRsIToq7Q8QuzaXUvo7
1829,4a4LoPlH6ASTTZ926Rg2OW
414,3ZjrfGcb3A2PMGA1vRNgSk
1076,5VlojXyAGM1q9ke2ybxrVT
2309,7CWGU2REDhNx2kGtkbVMx1
2303,1tMyqN7bNCokdg7jWgKPc8
1290,3Zgr792YSKOtnpL1Zw7cqW
2177,1KcAisXPB6NhO5quc4Umnn
1083,29CNWt87husOFYXnC8Eb6Y
2095,1Vv0MPcooEoQzVZYfKMgKW
82,7JIjUx3GsL0upxmNJacmtz
169,0H9k5RFDiHzL0WTPBk7Xz8
1367,7AUOZzM5P8UDuA0zga0PP8
1528,2xNzMB8Ur7tviCGa68WtuL
364,2tUBqZG2AbRi7Q0BIrVrEj
1473,7p5wsnBap8yD1S0euyAA0H
575,4gmmRb6bZJffOOiww1JGTO
56,64aJ5HFvhIqHchQKTzyCEd
929,3fo6DYGktjENCiagUeU9yH
2219,0kqZGbpeLs2K89qTTi986z
1049,5NHT6xEIVlW1lG6oJmoEHF
234,1M1HscO3JywTvswsVx1GcI
1930,0M955bMOoilikPXwKLYpoi
1364,5H9osUMcTbPs1Hzo6tIHSa
1088,5IChepDidVaL8UkG6PuzB2
1104,0i3QayolUcd7kAm5AyRp19
772,6AKSrodq9kU9hmTLEeWFFr
1187,7sTKwnhDOIoHxr6M0R8XJ8
1639,7BqBn9nzAq8spo5e7cZ0dJ
2282,5FljCWR0cys07PQ9277GTz
135,4zLWqXYHFxLFceyYryOVLE
156,12q7yTtyZfJjObmss6FQi3
1967,5G9qKplB5e4lIpSncwKWVE
162,5rfvovWBd35hYqk6rWLIrr
459,3EmmCZoqpWOTY1g2GBwJoR
1313,2NImo2MajNai4CLk35wMut
2196,0BBOLOV5JntPL3341swIre
979,2fQ6sBFWaLv2Gxos4igHLy
1931,11RUCSAgpexhJSMmcuO4h2
1370,0K9n8TBThz4xNAkF1eIlB6
1926,5WzgzEf4flilYdMGqN4YCV
410,70r9GGLXLAUqKwPefF7pL2
1972,10Lu5P0waAD6jc9u9HycU0
831,3aJ66zarLOVW4o2nPDxg0g
42,71umcNuUm2Edj0dTmTh2WU
1562,55HXEV6zhbhKEClHrNh4k7
830,2Wc5No77rhsfW2mB9LzXB3
1342,6qUEOWqOzu1rLPUPQ1ECpx
381,4eH47ofIZbrbKwmLJSu5hb
716,2ItPhHWZ7GMnY1Aw8glvQx
525,6rUcS9i07F6okIe8wujs5J
2089,6dSMuejN1LbxkXDLC6T1Oi
2113,54QclN9OCbvH53Mw1xTVjt
461,2jdAk8ATWIL3dwT47XpRfu
2042,3YGH46uhVtSYP0eTF48Iqk
987,6o3s08kk2fQI37vxGZDrJ1
526,1wHZx0LgzFHyeIZkUydNXq
1490,6pVW5LRWgeLaHudxauOTJU
483,1hrNMTS3B260veGlzzIrRw
2167,2KIxyCvBR4u1f9B2IRdlXX
945,5TvE3pk05pyFIGdSY9j4DJ
1404,5DOkgpmpvu3VgtoxBFf5I6
2146,6zA2SEJJoiNByVMlQ4vgtH
507,4U45aEWtQhrm8A5mxPaFZ7
1837,6ZbdcZO79W18dTwXf356Gp
1583,7qxjGHW485TL8ciwkHD5MK
557,4VJ7mnW4wjjIgPBM6KWvPu
2280,5mMRgTxoeBjEAZdBjPGvaC
1684,6qB7YcFpeBEQa0D6QO482y
1765,2UaSapjHWf55N6ZWlkvWPu
362,4bHsxqR3GMrXTxEPLuK5ue
2267,5zT5cMnMKoyruPj13TQXGx
2339,3W64bMbtjendcK0o12Znub
1072,3HDI4IbXISO10HhQSDM1vF
1071,6aE6m5NGfzSZtC5gmpo4d3
1269,6OmxjsLCNHIqM98TWlNcsZ
1558,1foMv2HQwfQ2vntFf9HFeG
981,0SAIjVOwxVnO1l9HGvLuOU
320,5yQS98SqRlWTg53uaTCbst
515,6KRddNr4XlooytDWtefT7L
2197,4HfsgrdwKNkytFkuuG3w4n
359,2wjCYgpCMywSDkds2c8Rq6
1957,4TncWhCfACwaIU8hllz8SQ
1298,5PUgLb91UUeA2oxvXEmMGU
1780,3kDCvoTwCmvsGXYq1cG5MR
2365,2Jfsw01CDT5XetSFROs9v5
1547,2pFEbA6GdNxBOMn9Egvowm
1150,0lQJBl9YEsoMtE8D4yTE9g
1643,0I3q5fE6wg7LIfHGngUTnV
513,5fo4LbJ8lOaB54wcM5wPMv
93,02wZwpZW6ADtmLAMQomvkc
888,1lxswgIpzV6HhENRvkflES
917,35OC6rMxa8lJi8eDiUVShS
2322,1wGRSG94dLt8fIZWhR3rGG
1653,0Ls5YmamH5UJVRMm3Qxn8q
1158,7GBvTJCL0VJrKGtWsGUGmQ
1640,7d23MhPFE9eB3U8DPRirnL
1673,7d9I42jF759n5HuUeoulzR
388,5pdKPY4O9CHuzDDp557j4N
1384,28r9sD2b6FluK7YHjTJ0fl
680,7u2PhNhubHDX2Kojo49Hep
168,2IFqUmfW8oQoKn6ToxKsMs
1057,1IPpYIkPVnja2CJOb2VLfO
859,5PbZ0HW1a482puzxOmtW1o
626,0MPVkwXbh5ZYBIePKtCt6n
2071,5YHR8wBR5jXfGtP766NiAT
1909,7Cj2tT0m2SBeIO1PsGfk8A
924,1xuYajTJZh8zZrPRmUaagf
68,5I76YtdZkFQReVgKppRd78
2179,0IroEWtVMzHyqkLKKC5GPa
1766,5L5SPVCqxJsNZtfdq7febc
2190,7KlVf9pYju07tgz4J2uBic
556,4LAp0EFUdBeVCkusdw8i77
2326,0grFc6klR3hxoHLcgCYsF4
1593,5Lbsc65org0b85kNsPkluY
215,3MMJw13cPo3E5ni0qmip4I
1871,7lPgFhpQCQZ3gvkNMVJ6TC
160,3skNFsz9YtksD6LUUo1pz5
2346,3jH92uUHDEPQfjfQKYErj1
1094,1MYkU1xbbwfREIhUK7yRrm
717,6SEMPEU6apmiDxdpjZJJRN
244,0IgiOjaYaCEEXuD6qY69a5
1450,5XY2LEP0uEeUuDMVNdNTI8
1305,7IhsLJMqdxoo7YAZjaSMru
928,7jJsme36M90Cn6aYYC2l3t
1081,28Bao9cmaIMsqxragOM8ba
204,632VyMrvhsHIsO4zq9khts
819,29HdGh6ggvlRydO2d4XWlk
478,05BgC2247XGi8ySwBzOO0o
1552,5omYVLodGmaxnhua99xIE8
1369,7BY005dacJkbO6EPiOh2wb
1669,7DdXf9x75iEVCHWfoRwRuR
1192,5rX6C5QVvvZB7XckETNych
1958,1wQPcfKUzpzrf6gcVqQh04
2193,0mIuIBLkaRvPCz6A0mPqbM
44,70Cp0ukCMyWeJML77NGERU
196,2wGf8JbSGQB4XfZTJkEJPY
440,1eGY6roK1W2vFIhDXu2lXq
708,3AOZJOD2lnAELI4DtmnRx5
1868,67S0TqyoE8Z32QfgwSA39I
1164,6N5DRCQUSXT1qQqmqsO92B
1812,5IgQ5tC54J5VxnzWckP04K
1427,6TBSEJyK3DvAtR3l0aLeCY
1668,6j2aNuhJJUnRj6UHcvn5PI
1949,4EYpOdL69yWuIRc49AyeZa
115,4EbAftNM732UGLF8gmIIsX
389,67eYhJkn6sG8cUr42ewVgw
99,6jN6I54n7s3oFBRRuaCbUK
1126,2tOutzFrnYl5TqzLqlx4Vw
1660,742YV8T9ZyczCNdrTIAhaw
342,1pKubpcbRCOLY4wbvSDqzt
65,6rCyXpDwlMf1GH2qlpjJWv
1918,3TO7bbrUKrOSPGRTB5MeCz
948,6VWUOFXGwH1OgyPrfRONrn
1321,7LRMbd3LEoV5wZJvXT1Lwb
1388,0ZkCGkxzTgaj0j913g2b1U
2158,1m2xMsxbtxv21Brome189p
562,7HKrDkHd5kPARX4O7Su70O
1437,5iY4ME9owPdS6R99Kcz5Gr
61,15AbuFJdFrbINydSMSqVhV
836,5wyrQLBbmKdxY6yLNdienj
1169,17kyc3Zt4WlmBu99DArFdT
1825,2ouMVpv6OJglrFHg2GQPwd
332,0ikz6tENMONtK6qGkOrU3c
1480,401X9WyPU3ebLBcYsDedq1
964,3lxoiSjqcEGGD5H7YM5KVF
1665,2LVxvGhl2U5p2ql2ujc6vZ
731,6dwcPXelq5OPKY4idJtnJG
1667,7C5Jk5c6Y1LWbXCcPS6ATS
1862,4Ibq0GP0k3MmVMQDJ2tNZV
740,6xJHckIUGCZceh7HPP8ux5
683,5iVPb508Vw0kwA3Jqcf0Dj
1018,6HTJZ0TQJVMSKkUGzAOe2h
318,0SPLz2zbrID4hk4fT94ib4
2321,1UBQ5GK8JaQjm5VbkBZY66
89,2NsMwNWumJXCdTg2IZCLZ5
431,5Y0E3dOeynKuLDAXu0t0Bg
1001,7cD41a9jn8Af77RhJcrJiM
684,0t5DC8Q0eo4RkxlCqhmEQL
1800,5FZpQgKgPpSUitxYMnoJmg
243,5jkxC8SIZJ4qqusxRPVS5s
1536,7JxvUJq6eVrJikHrd5mcbH
1787,18J5HylXTteQJC00iwdgFf
1992,4IN3imzEuTsiHO6tOwDQu5
1625,5UBeEw8u5VurDhPo1klAPY
1448,1Iieb3U5CTQGDHqJeOwVFN
1096,4EJKdhGLA6nmaOU7l75NXv
512,6C3Q9rs5FsafL2VHNCCRqJ
1391,5J4FiKDJIdJ8AKx2gaWMt4
2028,4HRa9ZWcmZ8JD7UySPu0wT
1783,6bRjYP2M9N0vpsBBXFZSH1
799,20VuO95A8RxUPlShnfYArW
1836,0ccCwNzXvr1Yoz91vKz31Z
1885,2xbI8Vmyv3TkpTdywpPyNw
2379,2Gsuc5EdHYPGK6h0xu11tX
938,00meczE1jpLTX0BBzIGrAR
668,7fzkwV4lfFdaImzLLRarA3
2107,6Z9FNZ414aQrT7k5zSTIKY
269,6f49kbOuQSOsStBpyGvQfA
447,25Yzff59UGjz7wNWmjM39h
163,3eR23VReFzcdmS7TYCrhCe
48,5waH4K1bmTMlikre01uqKi
153,7kClqlbpmpZmGMimROkvh6
721,0ZufzBAe2nz5gQp0eKTUYm
208,2ryAcZJz8x9LGqCKEKsHng
793,4cEtT6wn1dO1RkpujvUrfz
1570,1S9tfxdFr4TqoqA14gnKj3
2046,4VbDJMkAX3dWNBdn3KH6Wx
1994,4izhmF4sQgGemZpLC68bC5
1506,3UajtqBR1vopHl4EVQutul
704,1lQU3PkJm50NDMFIJ5WEDu
2174,1zyqZONW985Cs4osz9wlsu
382,7hxZF4jETnE5Q75rKQnMjE
1127,0XfSjrzjQ6IVEu7n5dLdWS
1301,5ynWvN3bQymHVThxutO4hG
2323,0GrHWVTDsaWcD4nrCGr7VE
558,6uIosJqe4IbrpRfYtQIy7K
112,72tAU6b10AgYfEFKrykp8J
2008,6ZLGthToczpvnL5Eoy6yrY
1133,2orHAZyBJH5rbojtwPsztm
58,1q8NdCAQ9QUjpYiqzdd3mv
723,5CeBjiQsAZJmyAUgYURLaT
534,3pndPhlQWjuSoXhcIIdBjv
1060,4eYaDRhiL5iesFp2EuoODr
2069,1klGbW5a9qTBFUjFfddbmU
857,1MNdfH2KC5LdEde3JPJ513
104,6Gap7FCzt3a8Su8HzW76I4
2070,3WKg25vrbjJlkhsgl2W4p3
73,2WoqgtWEBbbBKMDN6Becs7
7,1gZNqH0rDxD1mXLeul1Qq7
1799,5OaJyV94WfDDpoxwEzybOv
1519,1TfqLAPs4K3s2rJMoCokcS
1940,76tzDKhVle9QKpWx0apgCm
2164,4VcV0t8VN6AZcWTznJOUUN
2214,1cOi4OoRlpOznxiRa8FfHf
1675,7znZvX0Mt6NBmaI8VCPurT
2137,0wqocHOZg8odmys7DOyVER
892,6kQYMqjobmB8MkWwa9OUyA
5,4AlSFIZqCLxIzJca7cd4fq
2354,7GebhNsNL8mm3D218sd1IM
1174,0wdKiSBUT7aZkXUIdJWcwC
1548,5MIMD5WMooNWe8QsMqCrE8
765,4J6KIKKEjUtKPwhNVjMUxJ
898,0JoHqmlqE0W0i9prt6kcHR
1503,4XTuSMs47SIg35KxhNIUGe
563,2uWlfvIAzCtbpzGbXxkSJN
947,30lAGXMytmKjGVZk9BBC3m
1085,6mUjZMRxxE4kYnYnXrdYm4
814,2YYxijGrbQ2coJ38yKTq6a
1223,2dgFqylK6gyILa4HY65u0y
497,6dMbPSRPbu8qj2gWG3sJTI
1206,4hd4x0iaXAQ2pIcyUgHB7h
529,6GnhWMhgJb7uyiiPEiEkDA
1322,3IOQZRcEkplCXg6LofKqE9
864,2CkHE54EH44Qj945ynQRw7
1327,5EHHMikaYxhe7N6h0gBvkn
785,4yFyjRx1e8w2iupncTBBtv
1517,7I5fYc4qKJddht8Ozhqqdx
2221,4N9FvUB79vO6mC4Ewa2LCZ
1904,4ztR83ZgTdg8H9xypnsQfS
561,1HelT66pscWisKV6mciTSe
1797,0WZZJ0mDKIkLfL0710ssZt
1068,3QOelbDFgwXiagpUHBxARi
1325,6EPRKhUOdiFSQwGBRBbvsZ
658,4STHXpVUUMg4OEXrGLsiUr
1685,15FlkvOEu8iFCBPZ64heHJ
1185,64x9gfHg9gqSGmVY10psD8
1063,5XsR9EqgROvCsA6joaHO6z
820,0CETmgFGt8Ne8vLnaLcduU
2336,3CcvahnsiArpTHYQEWV2Au
1003,4RQGig0Vhr4GXmqfklCCyK
1681,7yO48FWUkqsrdxrwkGcnwl
1365,2w3ScXudq4aD3K5HFO5xvx
493,77ZdAoTHYoF6Umo76HFD4m
1433,3JMAdPq5TUOKBGsTATjLEH
420,3dhvJ9A5uBPJ0NMV9GWTWY
1263,2Q26sym8OSOl6PfH7LLPtJ
392,0F56GAWK57E3iXohy9rCmT
2111,1IDF4jYiuI17U4BW23EoXV
302,1f7m3aueLvkYG3xTEqDxkY
500,4BYO8KU39k40yaRAwDgyUs
548,39liuGHPxn2sAyvO6DINor
1077,7i2ZmmyLzE7NcFAJl30mKY
2178,1l63aCtu6y8vRmYv0lUNYE
237,050iNgNKEUrJboOnH4Jhm6
368,7o9uu2GDtVDr9nsR7ZRN73
78,7snK1sf3ZHxahCYpFy1aJ8
198,6Uq8BnOxvXJsQiJ2XqfO5P
1330,4vO9dmzNRqDhFY3jD1a3P7
1889,4Fv6wNYUixnYkj3Dgfrls8
1582,40sRwFjfrRnaTdYPJIg4CP
1219,6DRsEO5yuEGBF87qpyMB4d
1759,3rTnGUeDrnZV22DvRuUuXr
1286,3EyMXL2qgHywgAwUEI4W1a
1628,0fiPpwBPIaxxydn4KzX9Tc
1571,4hjGZN8poACfjWCK3Og6vY
1380,3jlbL2OTD5YmIunYzgQTAN
2294,3qfV7z9rjoDOaKh6jd2gmq
286,0FgB2DGBWy1VIyYgR5rdvP
1297,0V1TM8S0mQrNa7WT53CNSh
1641,10Nmj3JCNoMeBQ87uw5j8k
94,6fVCBBlHif6zfqXAEHKJy8
2082,5K09WxKdlkroDyEVyOSySy
187,2YEr07055St40kz0aUfm4f
1813,1Wqo4QwnPr3O1M5PMDFtAw
894,5Fim1gaXBgsiFfsQAfQSDS
855,36evXa8bNvfBYNzePEWhG1
1733,6MMuI4k4Vs5ghtDH5i2hBg
1618,4Wx3fpmpkiMFT7dMKvp253
1655,05roD4SnLrNnwXTwMZRUKS
766,1iXxhUOHD8qIWH6ik5jCN6
586,34BvO1DOwjZ9pHBRiC31tE
1902,3piY5aMfwEEmXMV6I9kpoi
957,6Y7AJJQq4KKjX753NHA10m
1306,6ZxrUCaynLgKSUudACOTwj
1340,59PL9AwYjIrIpP04n9gmMR
951,0osPX8TruIebOhKuG6GK8C
341,3imZNKKJ2hHzzsM6363hYq
832,0gqfvyewE2Sh8TwKBFajCF
544,6BbINUfGabVyiNFJpQXn3x
804,3Vr406z58yyyO2Ofh1fbqA
1718,3sBNaoeB8nQGtognBs5ycd
2215,1NlRwjdaw4VdELfB5tgLCh
424,00chQGvija63zygRg8nyL6
2353,2BY7ALEWdloFHgQZG6VMLA
1140,384N4lsAziKXZ1MlDFTUAU
884,7JElWLgpQ7lxN1JNIYwuVu
1962,2e4jB31WcGsxKL1ByqdZCq
1265,4yrvnhXDys0DTs2yTqpLBJ
1122,3B3MTRfdpreO3VtpaEzZpt
1115,1QXhzptk3KMnO8xewGePhu
143,45aJNFL6jdwHnftEoUqPrc
2145,4mKbb9uvBMlVvOUv8fdBt8
2345,7Ar4G7Ci11gpt6sfH9Cgz5
1626,26Qg5sCCH8XHjYaqhWGn85
2040,2THkQauDWMvJgXFGPY4iKB
174,2JHUyqcUPswhtlOehlqnR2
1454,3bfqkspKABT4pPicm6wC9F
1464,51ightZLFHVLewTd3G1UW9
1767,2hxSwyXevgF9G8LyL0LWhQ
12,3sz2fvkHUhBip8r9i8HqeV
1602,2wZTnl0pPFr3HBcyXfOaVJ
919,09S64DUkxIX9EwIaULu6yN
1888,6jmTHeoWvBaSrwWttr8Xvu
1601,5wjmqUGN7vrAqFqDWrywlZ
1420,3l9tlu58MWDpHPAQEOUQAn
377,58mFu3oIpBa0HLNeJIxsw3
2106,1ZWLWVqeEMWMKTlteS0yLH
84,3mx8WfEOjeUB1a0fpFxQmi
906,1IcnHHfeAkdc88LybFWwb9
932,0auccbirOSgf38celsAEJA
776,4fXoeBGrVWfNKpdcmL8tw6
1378,0aULRU35N9kTj6O1xMULRR
1806,2BfsHVTPb2akgd1IkPi28T
1564,2LInpr8xCjymqBN3DQa3eW
2085,4beWEVoUbjSziAFPy8voaF
2169,6UBqk9rh6e2Rj7LLzDjn6R
844,6Q1NPLtp9IzcXmCutp3Qmo
1922,05RgAMGypEvqhNs5hPCbMS
421,2lMg3lCMOGistaWBNGjuT3
297,0ekoNFB4Xnj2HQAYQ8PTBY
2171,6RYynPLHZLnpwjejfGWpQl
797,0gXepWfNieL7anmi7sQ4ZE
463,5T7ZFtCcOgkpjxcuaeZbw0
2188,34UfbFy1jckcIwmbymvqwx
1039,2tWpe0cnLmBc3b8neebsuB
1213,3Hx7RXqCS7Kzjy2ot2q1Gk
1566,5dUrTVfmV73nfOp55Xdqq8
1659,39vly7Z4VLImfggnEDEUzf
778,1slp9bsSP5OKxDagBAD9Ty
1720,1uCqIhOePc6hDMG2ijk8sp
1863,6QuJqYaFAjcZ5Q3mnC8UKT
1350,4PkJ7c9y1CwpuVOiJODnCZ
672,3VBrUv749juguB0Pa2RjXa
2205,2T4JE91t7Js1DJ4rSHltcQ
479,1JDA3osYACWQv1EN8sgaDG
1965,1zFwTccO7icPFb4VqQ4KPf
38,0rjO7Gbz4PTbj08FdLPzSU
1065,2N6I3slzcRXW7pUw2x30qL
1937,5JUufCEin0aXyFLXCzJbUL
850,1MJErNPIQUoEMu4YUUmecm
703,1muRzXi1vOlroSNsFNpKNx
890,2yDaWqECegHdiFOuez5gdO
1959,1P7oIDtrjsPS5CgTbom58X
2308,1PRyPD26m9oOWr9bzgICCS
279,2TuNVD5u5iAslHp0moLlTn
1382,05Sgj1Hx03ZXc57gsV1kfX
1917,4gMgiXfqyzZLMhsksGmbQV
1789,0LOcXq48Q660WIRrMlhEDP
689,1BlsoyEYe0dUCnWW4kk3Mq
923,4sWkZXLxb0lPCXNBzw5rsr
916,2oogPGq0DcK84xEVM0EAqO
517,5kRPPEWFJIMox5qIkQkiz5
1024,6tnMdhfBVXSdwj3ntG4zEy
630,2Qy3w4GepgXJ0HiDWuulPI
1762,1YY2l5k7QmWoEWBprsmTuL
2127,40jiZBsr1W3SG15AGU9227
834,2DynJ2cNsW35sTJCaRcb70
1793,6mPpHS9ocuKjsehu8NgD7r
618,3Try68sPCVOlmX0B5o57ZT
1362,436yrzQWA32vb1sTZKXg9r
460,4E6cwWJWZw2zWf7VFbH7wf
783,6s6nGROlSghPjWTUGddd56
138,5gnEqyTtO9ssGiBUWYnKu6
226,5HeEJbaS7V9Ft7gfq8uRGi
1627,1lAcGnyioL0gEOy2xZvPWz
1499,6kigTMUuYG2TXhCFNZxeDb
724,4PV2zuwxuRGLkTyM3EMJfx
475,1MaqkdFNIKPdpQGDzme5ss
781,3VglrdhjiPgRhaXksGjLjt
1047,6amWzecM9lo2uYpVOQCkEZ
784,6aLZkgAUXzk1iCWYL4UVev
713,3dlHGh0R9gm8sfeW368K1S
85,44ayrb3kbN6jwX9WWdoTcV
1716,3jJZVeExYzVYiV6Y9Fl3DX
1092,06wxyCQFJOT0bjvSPMQj7x
722,1kIt1l84fYo9QuVBiCIuJ1
2108,3SktMqZmo3M9zbB7oKMIF7
1795,371oFaGHOqCmqRwx0XxEpo
295,4NYwy0R3NdvORX2B6OZXBT
1923,6ORqU0bHbVCRjXm9AjyHyZ
1534,4hjuUelurEBKlqpJPJ77Iw
1227,68FdD2xAIkaVAzXJTpJfK3
1617,2XYNq7LIQrh82m7LPiPN8w
614,1YddKfSvj4m0AyIeroFVaY
1186,41qWolM6a5HcZLMBvZ8O6i
612,3kQoWDsseAkLlx2grDjVcm
457,6Knv6wdA0luoMUuuoYi2i1
1042,155NjB8Mlcp47fM7t9el61
926,6HmbxFHqanr8i6CsZfbokq
107,71w26UK674tLfGtJFfDSjE
522,5ByAIlEEnxYdvpnezg7HTX
1596,33bURv895AN4FkBvgFo2dx
822,6h7ozUeJofRa3KxNaPWd9T
907,4zOZQdgs7nSjMkqB7keSM5
1135,5Zb94ke9RQDjpa4yKW2aoA
1316,1x80xTzSL7pok3M5JC3oJz
1434,2bnDTGikdoO8CwzlAPyBHR
1189,4XqhtbkrbF9qX1Qa7iQTFH
2176,7q9dfkHRzed4NaYBarcuSd
636,4ihzO3hOEJB89i2blS4I9Q
235,1FnItzXv96rXVILRuDfedz
1916,6mFkJmJqdDVQ1REhVfGgd1
1376,0k2GOhqsrxDTAbFFSdNJjT
1010,3gmVbNqZTlOcTuWVpXO2fi
411,0P6TTXbSLGrSoTNMz5kvB7
2056,2PVj2QQ56ZuMZ7eyK2L73V
1107,35ihWLSURZaIbJA1iLJgAP
1111,4yvQq1EuvBVxalMTyebk5a
251,53b0aAH5n9et6NlMJVaPzI
576,5J5PXmMdQ2nh1lZOal8KmK
2087,51FpzuGkRYXFgsE2zXt9av
224,5ik5nMy8vdS2rXe7SAGt2K
257,1JTZqN0snbMSNtp59zveTs
1721,6QewNVIDKdSl8Y3ycuHIei
2301,3X3P8wgRL2wsLoPtVFO41d
779,6Fme5eNhUk93pAP5zxuHhj
829,69M9QCMsCQ5MLsw7BBW0rL
2363,2UFOh8iMQ2DON7sl3lqGJH
9,3lOHsJbgHssCNmzyS3GNfd
1061,3eDvYMlweW2C096kiSMNaN
71,2JBs412fpVUuzIaIp3CyIs
218,51vo4MbGHmzEuW5Nrk6flg
157,3rU5DakBr3a82YKOzAQSpr
566,19YKaevk2bce4odJkP5L22
1086,72VNLbfQELdPaKMTNjT2eB
1555,3lIxtCaROdRDuTnNBDm3n2
1908,5DEdP7MrcgdjXWGHWAeK5I
291,0oBTL3DacRWAxLd6aYDscZ
952,2kzRSiyignH8yzPTrWvyPo
2159,1AM1o0mKbgAK5oMpY8B3Z7
518,1UZOjK1BwmwWU14Erba9CZ
1036,6vp9J0CECnsA3PRxasHhEM
1633,6wZI4mdT8JwXgkGURnBQiq
390,0B7WySyRWVvZkHIYrOvn6N
1892,1WQvmGZIMBmapHL3Garw7e
646,4V04bHiCEVux579JcZQDDP
1274,60R2v9lheAu3lwZwAFxMZK
2,4EbN0CxS7sSqPNlr538B61
878,47TyfLrGhYHHyyQWk64d0M
1877,3ATszyxWrWU2JWTeqvU3fY
147,0mGeaxNzBIm0vMNjxKX5Xs
1794,4hKGICUB890arImAdWRaHQ
1006,1HRtVWNhS9tEvDQyOKD9Fs
1894,1BV0m40U0M4t1SLIsDnwZl
527,4W4xv37qW4ByDd7vK4ctPL
980,0mYoKqA23wUUj7BTEgNzjg
2018,0scQIzgcOhnmfqfOTpRUFH
103,3NUAnPminbwPZICFpMDoNF
643,62jFrzCMncwCQTnt8RcHw7
171,5q2KGgJV5l4MAnnGIrvKSK
2009,4Sfa7hdVkqlM8UW5LsSY3F
800,4JLcAU2xY90qTkTSNM1lUa
978,6jvvpPJQJy5rMOEkLlADl6
1095,3AvLRpcuu5GryN4kNHIr2g
1419,2LvRR121MWFmmEGkuV2vQP
1501,4Ie4u5mxn53KoPuEn928Gr
1645,6A3gHbGIWZp2AScLbDuxJI
606,1yWlP9paRmFQ4W4xtRTSlW
499,1xpUubac0XsKsFdaOCZxJQ
1400,2JgYrfAQXXPCJsuFwkTiOA
2037,3XWY0Y2J1onVEq4TRdwaS2
2302,1y58wFuYYnVsCnY8DsOELY
845,2NphztefpybiUgnaF0YVNB
2052,56ZDcszhe1eCeghso93fXP
931,1ML2r3gzmd9776dmnlGYlh
1914,3Vn9oCZbdI1EMO7jxdz2Rc
1198,28GUjBGqZVcAV4PHSYzkj2
775,1dj7HFtvaPok3N3ZxDXaiv
1726,0qJX6ZLZXuTzCmHmORlOiZ
1180,7rOlDNZrL5oiMrtHWRamGQ
1191,2Ql3AOQedeK5gFq8tM1tIY
1818,203xmWRHAyqwW6AkGkhhVM
1590,4u9Y4Z9i9VaAbBK7rW1Rha
1022,22mek4IiqubGD9ctzxc69s
1744,6dtWKqqdveI3YvdYJQKWWn
1471,39s1gNBKZYsRmHuaWYws9B
2347,0vsuDbZZ7llAd299f0xxc3
2097,1khx2VkCbmN2Tf4ngwRBL1
749,3SXT6vymwQdr1PVHAbccD6
1710,5TpaWJKnuyA4MjzAbFXSTQ
2081,3zBhihYUHBmGd2bcQIobrF
161,618RkOHKWNX9AL9pYStLoB
1196,5lN1EH25gdiqT1SFALMAq1
2255,2l8qA0PtOz6JLMzxMnKOaO
35,0bEAqcYuBxpXgdfEqHErn5
1474,2FBXYln4VAlL7Ot7R6ylSc
2125,7L4w1yQnlhqo4oUjpW53wz
531,5O2Yjlcs5pSpHq1gcA0cwg
351,1NWART8FuUdzfE8d8ueETL
105,4Bp7qGgLHb6P7Nmbl4Vczn
549,5QrT8pNtw1UnjqFuSUsenv
789,7mpwZr6bRlXCo2QBZ3UU4f
1271,2QETgKUwPRMddmpAlIdYtB
1015,07nH4ifBxUB4lZcsf44Brn
441,15CWHmExq00wqaOeQX7uiB
1910,4SZM1j8TEdxdFNWnBdV52x
467,4BFMQ15vXr626UOoZL8bUI
1492,6s2wpWPFPAgKg2LXxi1Oee
